DATE,"COUNTRY 
CODE","TRANSP. 
METHOD",QUANTITY,Country,Code,CONTINENT
2015-07-04,PE,Sea,33623,Peru,PE,AM
2015-07-05,VE,Sea,36797,Venezuela,VE,AM
2015-07-06,NZ,Air,33982,New Zealand,NZ,OC
2015-07-07,BZ,Sea,37881,Brazil,BZ,AM
2015-07-08,EQ,Sea,39348,Equatorial Guinea,EQ,AF
2015-07-09,ES,Air,33595,El Salvador,ES,AM
2015-07-10,VE,Sea,38225,Venezuela,VE,AM
2015-07-11,CA,Sea,33447,Canada,CA,AM
2015-07-12,PG,Sea,39670,Paraguay,PG,AM
2015-07-13,IT,Air,34052,Italy,IT,EU
2015-07-14,JP,Air,34125,Japan,JP,AS
2015-07-15,DE,Air,38296,Denmark,DE,EU
2015-07-16,BH,Air,38432,Bosnia and Herzegovina,BH,EU
2015-07-17,SK,Sea,34743,South Korea,SK,AS
2015-07-18,SA,Air,32631,South Africa,SA,AF
2015-07-19,NM,Sea,39961,North Macedonia,NM,EU
2015-07-20,GR,Sea,39766,Greece,GR,EU
2015-07-21,BA,Air,36673,Barbados,BA,AM
2015-07-22,CR,Sea,33038,Costa Rica,CR,AM
2015-07-23,HU,Air,38833,Hungary,HU,EU
2015-07-24,EC,Sea,36887,Ecuador,EC,AM
2015-07-25,UK,Sea,31301,United Kingdom,UK,EU
2015-07-26,GE,Air,35207,Germany,GE,EU
2015-07-27,BO,Air,30924,Bolivia,BO,AM
2015-07-28,NO,Sea,34186,Norway,NO,EU
2015-07-29,BO,Air,32304,Bolivia,BO,AM
2015-07-30,EQ,Sea,37090,Equatorial Guinea,EQ,AF
2015-07-31,GU,Air,36821,Guatemala,GU,AM
2015-08-01,AN,Sea,39745,Andorra,AN,EU
2015-08-02,SM,Sea,31267,San Marino,SM,EU
2015-08-03,FI,Air,36053,Finland,FI,EU
2015-08-04,SM,Air,38805,San Marino,SM,EU
2015-08-05,GY,Sea,34305,Guyana,GY,AM
2015-08-06,LI,Sea,38613,Lithuania,LI,EU
2015-08-07,AR,Air,33594,Argentina,AR,AM
2015-08-08,GR,Air,34099,Greece,GR,EU
2015-08-09,CU,Air,36357,Cuba,CU,AM
2015-08-10,GY,Sea,32413,Guyana,GY,AM
2015-08-11,BA,Sea,30676,Barbados,BA,AM
2015-08-12,NO,Sea,39707,Norway,NO,EU
2015-08-13,NZ,Air,38942,New Zealand,NZ,OC
2015-08-14,LI,Air,32210,Lithuania,LI,EU
2015-08-15,CT,Air,34443,Croatia,CT,EU
2015-08-16,IT,Sea,30793,Italy,IT,EU
2015-08-17,GY,Sea,34973,Guyana,GY,AM
2015-08-18,IC,Air,30007,Iceland,IC,EU
2015-08-19,CO,Sea,32720,Colombia,CO,AM
2015-08-20,SP,Sea,36659,Spain,SP,EU
2015-08-21,NE,Sea,37854,Netherlands,NE,EU
2015-08-22,BZ,Sea,34767,Brazil,BZ,AM
2015-08-23,US,Air,37324,United States,US,AM
2015-08-24,LI,Sea,32339,Lithuania,LI,EU
2015-08-25,SK,Sea,36764,South Korea,SK,AS
2015-08-26,EC,Sea,37377,Ecuador,EC,AM
2015-08-27,AT,Sea,38219,Australia,AT,OC
2015-08-28,BR,Air,33650,Belarus,BR,EU
2015-08-29,MD,Sea,35173,Moldova,MD,EU
2015-08-30,PR,Air,38630,Puerto Rico,PR,AM
2015-08-31,FR,Air,30792,France,FR,EU
2015-09-01,BO,Air,39591,Bolivia,BO,AM
2015-09-02,CT,Sea,30908,Croatia,CT,EU
2015-09-03,FR,Air,37607,France,FR,EU
2015-09-04,SE,Sea,39952,Serbia,SE,EU
2015-09-05,FI,Air,32213,Finland,FI,EU
2015-09-06,RO,Sea,31393,Romania,RO,EU
2015-09-07,EQ,Sea,34938,Equatorial Guinea,EQ,AF
2015-09-08,EC,Air,32971,Ecuador,EC,AM
2015-09-09,AL,Air,30746,Albania,AL,EU
2015-09-10,GR,Sea,35791,Greece,GR,EU
2015-09-11,FI,Air,30835,Finland,FI,EU
2015-09-12,MR,Sea,36076,Morroco,MR,AF
2015-09-13,HS,Sea,39017,Holy See,HS,EU
2015-09-14,BM,Sea,32501,Bahamas,BM,AM
2015-09-15,SK,Sea,30835,South Korea,SK,AS
2015-09-16,UR,Air,39226,Uruguay,UR,AM
2015-09-17,UKR,Sea,32441,Ukraine,UKR,EU
2015-09-18,VE,Sea,36368,Venezuela,VE,AM
2015-09-19,RO,Sea,39391,Romania,RO,EU
2015-09-20,GE,Sea,39077,Germany,GE,EU
2015-09-21,JP,Sea,38035,Japan,JP,AS
2015-09-22,IT,Air,39310,Italy,IT,EU
2015-09-23,HS,Air,30226,Holy See,HS,EU
2015-09-24,CH,Air,31409,China,CH,AS
2015-09-25,BG,Sea,37135,Belgium,BG,EU
2015-09-26,HT,Sea,37680,Haiti,HT,AM
2015-09-27,SM,Air,35636,San Marino,SM,EU
2015-09-28,BZ,Sea,37404,Brazil,BZ,AM
2015-09-29,CH,Sea,35252,China,CH,AS
2015-09-30,SM,Air,31028,San Marino,SM,EU
2015-10-01,UKR,Air,32614,Ukraine,UKR,EU
2015-10-02,CI,Air,35620,Cote d'Ivore,CI,AF
2015-10-03,LU,Air,36327,Luxembourg,LU,EU
2015-10-04,AL,Sea,32681,Albania,AL,EU
2015-10-05,ES,Air,39229,El Salvador,ES,AM
2015-10-06,FI,Air,37795,Finland,FI,EU
2015-10-07,IR,Air,31324,Ireland,IR,EU
2015-10-08,VE,Air,38427,Venezuela,VE,AM
2015-10-09,NE,Sea,38036,Netherlands,NE,EU
2015-10-10,CI,Sea,33736,Cote d'Ivore,CI,AF
2015-10-11,VE,Air,37884,Venezuela,VE,AM
2015-10-12,RU,Sea,30211,Russia,RU,EU
2015-10-13,LU,Air,39467,Luxembourg,LU,EU
2015-10-14,CA,Air,31243,Canada,CA,AM
2015-10-15,SA,Sea,37506,South Africa,SA,AF
2015-10-16,HS,Sea,32936,Holy See,HS,EU
2015-10-17,BM,Air,31563,Bahamas,BM,AM
2015-10-18,SD,Sea,39288,Sweden,SD,EU
2015-10-19,GL,Air,32652,Greenland,GL,AM
2015-10-20,ET,Air,36931,Estonia,ET,EU
2015-10-21,MO,Sea,38737,Monaco,MO,EU
2015-10-22,GL,Air,31343,Greenland,GL,AM
2015-10-23,LA,Sea,31560,Latvia,LA,EU
2015-10-24,CH,Sea,38577,China,CH,AS
2015-10-25,JP,Sea,38450,Japan,JP,AS
2015-10-26,MD,Sea,33817,Moldova,MD,EU
2015-10-27,LI,Air,35764,Lithuania,LI,EU
2015-10-28,NI,Sea,36382,Nicaragua,NI,AM
2015-10-29,SM,Air,31462,San Marino,SM,EU
2015-10-30,BG,Sea,33854,Belgium,BG,EU
2015-10-31,SK,Sea,31902,South Korea,SK,AS
2015-11-01,MA,Air,32237,Malta,MA,EU
2015-11-02,LC,Air,38927,Liechtenstein,LC,EU
2015-11-03,FI,Sea,39779,Finland,FI,EU
2015-11-04,GE,Air,34928,Germany,GE,EU
2015-11-05,GR,Air,32282,Greece,GR,EU
2015-11-06,CR,Air,30998,Costa Rica,CR,AM
2015-11-07,BH,Air,32739,Bosnia and Herzegovina,BH,EU
2015-11-08,CT,Sea,30283,Croatia,CT,EU
2015-11-09,MO,Sea,30802,Monaco,MO,EU
2015-11-10,SU,Sea,38391,Suriname,SU,AM
2015-11-11,US,Sea,30254,United States,US,AM
2015-11-12,LI,Sea,37303,Lithuania,LI,EU
2015-11-13,LI,Air,33770,Lithuania,LI,EU
2015-11-14,LI,Sea,30518,Lithuania,LI,EU
2015-11-15,SD,Sea,34051,Sweden,SD,EU
2015-11-16,SA,Sea,39371,South Africa,SA,AF
2015-11-17,CO,Air,37055,Colombia,CO,AM
2015-11-18,BO,Air,38780,Bolivia,BO,AM
2015-11-19,VE,Sea,37638,Venezuela,VE,AM
2015-11-20,HW,Air,39697,Hawaii,HW,AM
2015-11-21,AR,Air,33587,Argentina,AR,AM
2015-11-22,NM,Air,31567,North Macedonia,NM,EU
2015-11-23,BH,Sea,36966,Bosnia and Herzegovina,BH,EU
2015-11-24,GL,Air,38773,Greenland,GL,AM
2015-11-25,LC,Sea,37100,Liechtenstein,LC,EU
2015-11-26,AN,Air,31167,Andorra,AN,EU
2015-11-27,SU,Sea,33241,Suriname,SU,AM
2015-11-28,SK,Sea,30773,South Korea,SK,AS
2015-11-29,JP,Sea,35222,Japan,JP,AS
2015-11-30,MA,Air,35230,Malta,MA,EU
2015-12-01,CO,Sea,37758,Colombia,CO,AM
2015-12-02,MO,Sea,36826,Monaco,MO,EU
2015-12-03,IT,Air,30523,Italy,IT,EU
2015-12-04,BR,Air,35111,Belarus,BR,EU
2015-12-05,SN,Air,37865,Slovenia,SN,EU
2015-12-06,LU,Air,37528,Luxembourg,LU,EU
2015-12-07,GR,Sea,39593,Greece,GR,EU
2015-12-08,MD,Sea,30517,Moldova,MD,EU
2015-12-09,VE,Sea,30630,Venezuela,VE,AM
2015-12-10,LU,Sea,37497,Luxembourg,LU,EU
2015-12-11,SN,Air,35066,Slovenia,SN,EU
2015-12-12,IR,Sea,36133,Ireland,IR,EU
2015-12-13,SW,Sea,30807,Switzerland,SW,EU
2015-12-14,RU,Air,35581,Russia,RU,EU
2015-12-15,BM,Air,39477,Bahamas,BM,AM
2015-12-16,SM,Sea,38524,San Marino,SM,EU
2015-12-17,SU,Air,34671,Suriname,SU,AM
2015-12-18,BR,Sea,38327,Belarus,BR,EU
2015-12-19,JP,Sea,36906,Japan,JP,AS
2015-12-20,EC,Air,38573,Ecuador,EC,AM
2015-12-21,GR,Sea,31790,Greece,GR,EU
2015-12-22,AT,Sea,38733,Australia,AT,OC
2015-12-23,BZ,Air,36124,Brazil,BZ,AM
2015-12-24,BR,Air,30421,Belarus,BR,EU
2015-12-25,DR,Sea,35849,Dominican Republic,DR,AM
2015-12-26,AN,Air,32299,Andorra,AN,EU
2015-12-27,NI,Sea,39247,Nicaragua,NI,AM
2015-12-28,IN,Sea,30532,India,IN,AS
2015-12-29,US,Sea,36932,United States,US,AM
2015-12-30,LU,Sea,39088,Luxembourg,LU,EU
2015-12-31,AL,Air,30395,Albania,AL,EU
2015-01-01,IT,Sea,39855,Italy,IT,EU
2015-01-02,SN,Sea,36551,Slovenia,SN,EU
2015-01-03,MN,Air,35163,Montenegro,MN,EU
2015-01-04,ES,Air,36912,El Salvador,ES,AM
2015-01-05,CO,Air,35299,Colombia,CO,AM
2015-01-06,GL,Air,36170,Greenland,GL,AM
2015-01-07,LA,Air,32924,Latvia,LA,EU
2015-01-08,US,Sea,39521,United States,US,AM
2015-01-09,DE,Sea,35023,Denmark,DE,EU
2015-01-10,HT,Sea,31217,Haiti,HT,AM
2015-01-11,SA,Sea,39564,South Africa,SA,AF
2015-01-12,BH,Sea,37045,Bosnia and Herzegovina,BH,EU
2015-01-13,IN,Air,35172,India,IN,AS
2015-01-14,SM,Sea,33137,San Marino,SM,EU
2015-01-15,AL,Sea,38053,Albania,AL,EU
2015-01-16,NE,Sea,37524,Netherlands,NE,EU
2015-01-17,DR,Sea,31278,Dominican Republic,DR,AM
2015-01-18,AU,Air,30803,Austria,AU,EU
2015-01-19,SD,Sea,35219,Sweden,SD,EU
2015-01-20,PL,Air,30799,Poland,PL,EU
2015-01-21,HT,Air,30450,Haiti,HT,AM
2015-01-22,CR,Air,39700,Costa Rica,CR,AM
2015-01-23,PO,Air,35254,Portugal,PO,EU
2015-01-24,GR,Sea,36650,Greece,GR,EU
2015-01-25,MN,Air,31083,Montenegro,MN,EU
2015-01-26,PL,Sea,39852,Poland,PL,EU
2015-01-27,LC,Sea,35472,Liechtenstein,LC,EU
2015-01-28,AU,Sea,34587,Austria,AU,EU
2015-01-29,NZ,Air,31510,New Zealand,NZ,OC
2015-01-30,JA,Air,38090,Jamaica,JA,AM
2015-01-31,CR,Air,33706,Costa Rica,CR,AM
2015-02-01,GL,Sea,30222,Greenland,GL,AM
2015-02-02,GE,Sea,38785,Germany,GE,EU
2015-02-03,LI,Sea,33961,Lithuania,LI,EU
2015-02-04,EQ,Air,30683,Equatorial Guinea,EQ,AF
2015-02-05,PL,Air,30796,Poland,PL,EU
2015-02-06,CR,Sea,33086,Costa Rica,CR,AM
2015-02-07,AR,Sea,36597,Argentina,AR,AM
2015-02-08,SK,Sea,31175,South Korea,SK,AS
2015-02-09,RO,Sea,32797,Romania,RO,EU
2015-02-10,HW,Air,36087,Hawaii,HW,AM
2015-02-11,CO,Sea,34624,Colombia,CO,AM
2015-02-12,PO,Air,38072,Portugal,PO,EU
2015-02-13,PL,Air,30698,Poland,PL,EU
2015-02-14,ET,Air,31378,Estonia,ET,EU
2015-02-15,IC,Air,38581,Iceland,IC,EU
2015-02-16,GE,Sea,35482,Germany,GE,EU
2015-02-17,FI,Sea,39931,Finland,FI,EU
2015-02-18,ES,Air,32327,El Salvador,ES,AM
2015-02-19,CR,Air,32507,Costa Rica,CR,AM
2015-02-20,LC,Air,32908,Liechtenstein,LC,EU
2015-02-21,GL,Air,34788,Greenland,GL,AM
2015-02-22,RU,Air,35339,Russia,RU,EU
2015-02-23,RU,Air,30090,Russia,RU,EU
2015-02-24,PL,Sea,32469,Poland,PL,EU
2015-02-25,HT,Air,35132,Haiti,HT,AM
2015-02-26,BH,Sea,35840,Bosnia and Herzegovina,BH,EU
2015-02-27,UR,Sea,39962,Uruguay,UR,AM
2015-02-28,UK,Air,31701,United Kingdom,UK,EU
2015-03-01,BH,Air,33647,Bosnia and Herzegovina,BH,EU
2015-03-02,PG,Air,39689,Paraguay,PG,AM
2015-03-03,SW,Sea,37163,Switzerland,SW,EU
2015-03-04,NI,Air,34231,Nicaragua,NI,AM
2015-03-05,ES,Sea,31397,El Salvador,ES,AM
2015-03-06,HW,Air,31819,Hawaii,HW,AM
2015-03-07,GY,Sea,39964,Guyana,GY,AM
2015-03-08,PO,Air,36948,Portugal,PO,EU
2015-03-09,BU,Air,30334,Bulgaria,BU,EU
2015-03-10,GL,Sea,34327,Greenland,GL,AM
2015-03-11,SP,Sea,39561,Spain,SP,EU
2015-03-12,PG,Air,32117,Paraguay,PG,AM
2015-03-13,NE,Air,34833,Netherlands,NE,EU
2015-03-14,AN,Sea,35567,Andorra,AN,EU
2015-03-15,NO,Air,36603,Norway,NO,EU
2015-03-16,PE,Sea,35665,Peru,PE,AM
2015-03-17,HS,Air,38784,Holy See,HS,EU
2015-03-18,NO,Air,31047,Norway,NO,EU
2015-03-19,MD,Air,34005,Moldova,MD,EU
2015-03-20,PA,Air,36302,Panama,PA,AM
2015-03-21,HO,Sea,39645,Honduras,HO,AM
2015-03-22,LA,Air,30645,Latvia,LA,EU
2015-03-23,ET,Sea,32306,Estonia,ET,EU
2015-03-24,JP,Air,38337,Japan,JP,AS
2015-03-25,CR,Sea,35940,Costa Rica,CR,AM
2015-03-26,LC,Sea,31513,Liechtenstein,LC,EU
2015-03-27,CI,Sea,38613,Cote d'Ivore,CI,AF
2015-03-28,AL,Air,32262,Albania,AL,EU
2015-03-29,GR,Sea,39893,Greece,GR,EU
2015-03-30,JA,Sea,37440,Jamaica,JA,AM
2015-03-31,VE,Air,34216,Venezuela,VE,AM
2015-04-01,UKR,Sea,32001,Ukraine,UKR,EU
2015-04-02,US,Air,37979,United States,US,AM
2015-04-03,IR,Sea,31116,Ireland,IR,EU
2015-04-04,SD,Air,33434,Sweden,SD,EU
2015-04-05,CA,Sea,32080,Canada,CA,AM
2015-04-06,ET,Sea,38993,Estonia,ET,EU
2015-04-07,BH,Sea,38943,Bosnia and Herzegovina,BH,EU
2015-04-08,AT,Sea,36664,Australia,AT,OC
2015-04-09,SL,Air,37365,Slovakia,SL,EU
2015-04-10,RU,Sea,39527,Russia,RU,EU
2015-04-11,GU,Sea,31789,Guatemala,GU,AM
2015-04-12,JA,Air,34857,Jamaica,JA,AM
2015-04-13,CO,Sea,37794,Colombia,CO,AM
2015-04-14,RO,Air,30373,Romania,RO,EU
2015-04-15,PE,Sea,38331,Peru,PE,AM
2015-04-16,MN,Sea,32618,Montenegro,MN,EU
2015-04-17,NZ,Sea,38283,New Zealand,NZ,OC
2015-04-18,NZ,Sea,39839,New Zealand,NZ,OC
2015-04-19,AU,Sea,34539,Austria,AU,EU
2015-04-20,RO,Sea,34771,Romania,RO,EU
2015-04-21,SD,Sea,32348,Sweden,SD,EU
2015-04-22,CT,Sea,39723,Croatia,CT,EU
2015-04-23,SD,Sea,39267,Sweden,SD,EU
2015-04-24,BO,Sea,31285,Bolivia,BO,AM
2015-04-25,GR,Sea,34303,Greece,GR,EU
2015-04-26,DE,Sea,32231,Denmark,DE,EU
2015-04-27,AU,Sea,38800,Austria,AU,EU
2015-04-28,BM,Sea,35680,Bahamas,BM,AM
2015-04-29,AR,Air,30485,Argentina,AR,AM
2015-04-30,IC,Air,37458,Iceland,IC,EU
2015-05-01,GU,Sea,36423,Guatemala,GU,AM
2015-05-02,GR,Air,34755,Greece,GR,EU
2015-05-03,GL,Air,39458,Greenland,GL,AM
2015-05-04,UR,Air,33180,Uruguay,UR,AM
2015-05-05,GL,Air,37272,Greenland,GL,AM
2015-05-06,MO,Air,38826,Monaco,MO,EU
2015-05-07,HW,Sea,39909,Hawaii,HW,AM
2015-05-08,DE,Air,38281,Denmark,DE,EU
2015-05-09,CO,Air,35503,Colombia,CO,AM
2015-05-10,BZ,Sea,33065,Brazil,BZ,AM
2015-05-11,PO,Air,35917,Portugal,PO,EU
2015-05-12,LI,Sea,37949,Lithuania,LI,EU
2015-05-13,MR,Sea,36646,Morroco,MR,AF
2015-05-14,CT,Sea,30117,Croatia,CT,EU
2015-05-15,CI,Sea,30796,Cote d'Ivore,CI,AF
2015-05-16,NI,Air,31385,Nicaragua,NI,AM
2015-05-17,MR,Sea,34411,Morroco,MR,AF
2015-05-18,BR,Air,30395,Belarus,BR,EU
2015-05-19,FR,Sea,36816,France,FR,EU
2015-05-20,AN,Sea,30729,Andorra,AN,EU
2015-05-21,HU,Air,39496,Hungary,HU,EU
2015-05-22,VE,Air,32018,Venezuela,VE,AM
2015-05-23,NI,Sea,35309,Nicaragua,NI,AM
2015-05-24,CZ,Air,36949,Czech Republic (Czechia),CZ,EU
2015-05-25,SE,Air,38147,Serbia,SE,EU
2015-05-26,SU,Sea,37588,Suriname,SU,AM
2015-05-27,CL,Sea,32968,Chile,CL,AM
2015-05-28,MD,Sea,39099,Moldova,MD,EU
2015-05-29,CT,Sea,37388,Croatia,CT,EU
2015-05-30,ES,Sea,31401,El Salvador,ES,AM
2015-05-31,BO,Air,35925,Bolivia,BO,AM
2015-06-01,BE,Sea,39120,Belize,BE,AM
2015-06-02,MO,Air,35125,Monaco,MO,EU
2015-06-03,PG,Air,36640,Paraguay,PG,AM
2015-06-04,LA,Sea,31062,Latvia,LA,EU
2015-06-05,BZ,Sea,36572,Brazil,BZ,AM
2015-06-06,SA,Sea,35617,South Africa,SA,AF
2015-06-07,BE,Air,32626,Belize,BE,AM
2015-06-08,IR,Sea,34207,Ireland,IR,EU
2015-06-09,HW,Sea,36855,Hawaii,HW,AM
2015-06-10,BA,Sea,36333,Barbados,BA,AM
2015-06-11,ET,Air,33055,Estonia,ET,EU
2015-06-12,GU,Air,37804,Guatemala,GU,AM
2015-06-13,LC,Sea,38862,Liechtenstein,LC,EU
2015-06-14,HU,Air,37758,Hungary,HU,EU
2015-06-15,SL,Sea,37575,Slovakia,SL,EU
2015-06-16,UK,Sea,31012,United Kingdom,UK,EU
2015-06-17,BE,Sea,35297,Belize,BE,AM
2015-06-18,MN,Air,37310,Montenegro,MN,EU
2015-06-19,SE,Sea,39082,Serbia,SE,EU
2015-06-20,BM,Air,35348,Bahamas,BM,AM
2015-06-21,CH,Sea,32271,China,CH,AS
2015-06-22,FR,Sea,37714,France,FR,EU
2015-06-23,MR,Air,30826,Morroco,MR,AF
2015-06-24,BU,Sea,31733,Bulgaria,BU,EU
2015-06-25,MN,Sea,34734,Montenegro,MN,EU
2015-06-26,BO,Air,33373,Bolivia,BO,AM
2015-06-27,PE,Sea,32291,Peru,PE,AM
2015-06-28,AN,Sea,30938,Andorra,AN,EU
2015-06-29,LI,Sea,30049,Lithuania,LI,EU
2015-06-30,UR,Air,32872,Uruguay,UR,AM
2015-07-01,GE,Sea,39400,Germany,GE,EU
2015-07-02,PR,Air,38824,Puerto Rico,PR,AM
2015-07-03,IR,Sea,36873,Ireland,IR,EU
2015-07-04,GL,Air,31527,Greenland,GL,AM
2015-07-05,RO,Sea,35857,Romania,RO,EU
2015-07-06,MN,Sea,37179,Montenegro,MN,EU
2015-07-07,CO,Air,36947,Colombia,CO,AM
2015-07-08,LA,Sea,37890,Latvia,LA,EU
2015-07-09,SK,Sea,30754,South Korea,SK,AS
2015-07-10,PE,Sea,38115,Peru,PE,AM
2015-07-11,FI,Air,32020,Finland,FI,EU
2015-07-12,SE,Sea,31230,Serbia,SE,EU
2015-07-13,FR,Air,36456,France,FR,EU
2015-07-14,CH,Sea,30789,China,CH,AS
2015-07-15,CH,Air,35925,China,CH,AS
2015-07-16,DE,Sea,39450,Denmark,DE,EU
2015-07-17,DE,Air,34948,Denmark,DE,EU
2015-07-18,BG,Air,34763,Belgium,BG,EU
2015-07-19,FI,Air,38247,Finland,FI,EU
2015-07-20,UK,Air,32847,United Kingdom,UK,EU
2015-07-21,AL,Sea,33390,Albania,AL,EU
2015-07-22,SM,Sea,33540,San Marino,SM,EU
2015-07-23,CA,Sea,36029,Canada,CA,AM
2015-07-24,RU,Air,33205,Russia,RU,EU
2015-07-25,ET,Air,37988,Estonia,ET,EU
2015-07-26,AT,Air,36479,Australia,AT,OC
2015-07-27,MR,Air,31418,Morroco,MR,AF
2015-07-28,CL,Air,31750,Chile,CL,AM
2015-07-29,ES,Sea,31462,El Salvador,ES,AM
2015-07-30,EG,Air,35092,Egypt,EG,AF
2015-07-31,UKR,Sea,32663,Ukraine,UKR,EU
2015-08-01,CU,Sea,38766,Cuba,CU,AM
2015-08-02,SU,Air,38732,Suriname,SU,AM
2015-08-03,DR,Sea,37160,Dominican Republic,DR,AM
2015-08-04,BE,Sea,30665,Belize,BE,AM
2015-08-05,CH,Air,36881,China,CH,AS
2015-08-06,MA,Sea,31344,Malta,MA,EU
2015-08-07,NE,Sea,36743,Netherlands,NE,EU
2015-08-08,HS,Sea,31595,Holy See,HS,EU
2015-08-09,PA,Sea,36345,Panama,PA,AM
2015-08-10,IR,Air,34109,Ireland,IR,EU
2015-08-11,IC,Sea,35513,Iceland,IC,EU
2015-08-12,CO,Air,39028,Colombia,CO,AM
2015-08-13,PR,Sea,38827,Puerto Rico,PR,AM
2015-08-14,IN,Sea,37680,India,IN,AS
2015-08-15,SN,Sea,30883,Slovenia,SN,EU
2015-08-16,CO,Air,37406,Colombia,CO,AM
2015-08-17,AL,Air,31678,Albania,AL,EU
2015-08-18,RO,Sea,33037,Romania,RO,EU
2015-08-19,DR,Sea,34821,Dominican Republic,DR,AM
2015-08-20,AR,Air,33435,Argentina,AR,AM
2015-08-21,NZ,Air,39603,New Zealand,NZ,OC
2015-08-22,BE,Air,33008,Belize,BE,AM
2015-08-23,AT,Sea,39347,Australia,AT,OC
2015-08-24,SE,Air,34342,Serbia,SE,EU
2015-08-25,CH,Air,33053,China,CH,AS
2015-08-26,NO,Air,39690,Norway,NO,EU
2015-08-27,HU,Air,38756,Hungary,HU,EU
2015-08-28,SN,Sea,30799,Slovenia,SN,EU
2015-08-29,GU,Air,36026,Guatemala,GU,AM
2015-08-30,EG,Air,35479,Egypt,EG,AF
2015-08-31,BO,Air,31686,Bolivia,BO,AM
2015-09-01,LC,Sea,30187,Liechtenstein,LC,EU
2015-09-02,SU,Sea,38085,Suriname,SU,AM
2015-09-03,CA,Sea,37469,Canada,CA,AM
2015-09-04,SN,Sea,39208,Slovenia,SN,EU
2015-09-05,NZ,Sea,35939,New Zealand,NZ,OC
2015-09-06,EG,Sea,39783,Egypt,EG,AF
2015-09-07,AN,Air,37563,Andorra,AN,EU
2015-09-08,HO,Air,30149,Honduras,HO,AM
2015-09-09,JA,Air,33300,Jamaica,JA,AM
2015-09-10,NM,Sea,35119,North Macedonia,NM,EU
2015-09-11,NE,Sea,31559,Netherlands,NE,EU
2015-09-12,NZ,Sea,32867,New Zealand,NZ,OC
2015-09-13,NM,Sea,33929,North Macedonia,NM,EU
2015-09-14,GR,Sea,35310,Greece,GR,EU
2015-09-15,LA,Air,32352,Latvia,LA,EU
2015-09-16,FI,Sea,32784,Finland,FI,EU
2015-09-17,PR,Air,37495,Puerto Rico,PR,AM
2015-09-18,AU,Sea,33191,Austria,AU,EU
2015-09-19,BH,Air,38438,Bosnia and Herzegovina,BH,EU
2015-09-20,MA,Sea,35167,Malta,MA,EU
2015-09-21,VE,Sea,35501,Venezuela,VE,AM
2015-09-22,HT,Sea,35969,Haiti,HT,AM
2015-09-23,SA,Sea,36536,South Africa,SA,AF
2015-09-24,BO,Air,32485,Bolivia,BO,AM
2015-09-25,LU,Air,34760,Luxembourg,LU,EU
2015-09-26,LC,Air,35841,Liechtenstein,LC,EU
2015-09-27,EQ,Sea,39093,Equatorial Guinea,EQ,AF
2015-09-28,GR,Sea,36834,Greece,GR,EU
2015-09-29,MO,Sea,31128,Monaco,MO,EU
2015-09-30,CR,Air,32346,Costa Rica,CR,AM
2015-10-01,MO,Air,36882,Monaco,MO,EU
2015-10-02,BM,Air,39526,Bahamas,BM,AM
2015-10-03,DR,Air,37453,Dominican Republic,DR,AM
2015-10-04,SW,Air,39460,Switzerland,SW,EU
2015-10-05,BA,Air,35301,Barbados,BA,AM
2015-10-06,HS,Air,37156,Holy See,HS,EU
2015-10-07,GE,Sea,39347,Germany,GE,EU
2015-10-08,PA,Sea,32125,Panama,PA,AM
2015-10-09,SP,Air,30518,Spain,SP,EU
2015-10-10,HW,Air,39568,Hawaii,HW,AM
2015-10-11,VE,Sea,35944,Venezuela,VE,AM
2015-10-12,NO,Air,37028,Norway,NO,EU
2015-10-13,AU,Air,32157,Austria,AU,EU
2015-10-14,ES,Sea,31567,El Salvador,ES,AM
2015-10-15,EG,Air,39172,Egypt,EG,AF
2015-10-16,MN,Air,35062,Montenegro,MN,EU
2015-10-17,AU,Sea,31633,Austria,AU,EU
2015-10-18,BU,Air,39887,Bulgaria,BU,EU
2015-10-19,DR,Sea,30683,Dominican Republic,DR,AM
2015-10-20,DR,Air,39879,Dominican Republic,DR,AM
2015-10-21,FR,Sea,36136,France,FR,EU
2015-10-22,DR,Sea,39256,Dominican Republic,DR,AM
2015-10-23,BA,Air,32358,Barbados,BA,AM
2015-10-24,EQ,Air,30242,Equatorial Guinea,EQ,AF
2015-10-25,CT,Sea,32643,Croatia,CT,EU
2015-10-26,MD,Air,33289,Moldova,MD,EU
2015-10-27,UKR,Sea,37121,Ukraine,UKR,EU
2015-10-28,NO,Sea,31301,Norway,NO,EU
2015-10-29,EG,Sea,36877,Egypt,EG,AF
2015-10-30,MO,Air,38329,Monaco,MO,EU
2015-10-31,MD,Air,37626,Moldova,MD,EU
2015-11-01,SD,Sea,37322,Sweden,SD,EU
2015-11-02,EQ,Sea,31966,Equatorial Guinea,EQ,AF
2015-11-03,PR,Sea,35808,Puerto Rico,PR,AM
2015-11-04,BA,Air,36184,Barbados,BA,AM
2015-11-05,ET,Air,37110,Estonia,ET,EU
2015-11-06,FI,Air,38925,Finland,FI,EU
2015-11-07,GR,Sea,33379,Greece,GR,EU
2015-11-08,IT,Sea,39625,Italy,IT,EU
2015-11-09,GL,Air,34342,Greenland,GL,AM
2015-11-10,FR,Sea,31831,France,FR,EU
2015-11-11,AR,Air,31498,Argentina,AR,AM
2015-11-12,NI,Air,34023,Nicaragua,NI,AM
2015-11-13,CA,Sea,39843,Canada,CA,AM
